weather_date,temperature_2m_max,temperature_2m_min,temperature_2m_mean,precipitation_sum,rain_sum,windspeed_10m_max,weathercode,orders_cnt,orders_value_sum
2024-04-24,8.7,1.4,4.9,0.4,0.4,20.9,51,45,2353.5
2024-04-25,10.4,-0.2,5.6,2.6,1.1,13.9,73,48,3018.95
2024-04-26,13.3,0.6,7.1,10.2,10.0,8.2,71,92,5086.5
2024-04-27,19.8,4.0,11.3,0.0,0.0,15.9,3,64,3867.6
2024-04-28,15.1,7.0,11.0,4.6,4.6,17.6,55,98,5650.7
2024-04-29,18.8,6.8,12.7,0.7,0.7,15.6,51,42,2421.25
2024-04-30,23.0,6.7,14.6,0.0,0.0,9.6,3,42,2258.65
2024-05-01,24.8,8.5,16.2,0.0,0.0,15.9,3,71,4265.15
2024-05-02,15.4,9.9,12.4,12.4,12.4,28.6,63,41,2123.15
2024-05-03,15.2,7.5,11.5,0.8,0.8,16.6,51,58,3348.5
2024-05-04,18.0,5.2,12.4,2.3,2.3,12.6,55,56,3463.5
2024-05-05,20.4,11.9,15.5,6.3,6.3,11.3,61,83,5169.15
2024-05-06,14.1,9.4,12.7,16.4,16.4,16.9,63,46,2538.3
2024-05-07,14.0,8.6,11.5,7.8,7.8,10.0,53,33,2020.6
2024-05-08,16.8,8.7,12.5,0.1,0.1,18.6,51,44,2500.5
2024-05-09,18.4,8.8,13.9,0.0,0.0,7.3,3,78,5470.0
2024-05-10,21.0,8.3,15.2,0.0,0.0,10.0,2,57,3630.2
2024-05-11,23.5,7.2,16.7,0.0,0.0,9.2,3,47,3040.05
2024-05-12,24.9,11.5,17.9,0.3,0.3,12.1,51,79,5217.45
2024-05-13,22.5,12.2,17.2,0.7,0.7,10.2,51,38,1939.75
2024-05-14,24.9,11.2,16.9,0.2,0.2,24.1,51,36,2166.2
2024-05-15,18.2,11.6,14.8,7.3,7.3,13.3,63,48,2663.3
2024-05-16,17.0,9.4,12.7,14.1,14.1,16.9,63,51,2946.15
2024-05-17,16.9,9.5,13.1,15.0,15.0,20.4,63,61,3954.45
2024-05-18,20.0,6.7,13.5,0.8,0.8,17.0,51,73,4929.5
2024-05-19,19.8,8.6,14.6,0.6,0.6,12.6,51,77,4451.45
2024-05-20,22.1,10.4,16.3,2.0,2.0,20.6,61,87,5459.5
2024-05-21,18.6,11.8,15.0,7.4,7.4,13.3,63,36,1736.45
2024-05-22,18.9,10.4,14.7,2.7,2.7,17.4,55,33,1962.7
2024-05-23,17.2,9.2,13.2,4.2,4.2,17.4,61,28,1744.15
2024-05-24,18.0,8.3,13.2,4.3,4.3,10.8,61,83,4777.3
2024-05-25,19.9,7.8,14.0,0.2,0.2,12.7,51,68,4793.05
2024-05-26,22.0,9.4,16.2,3.4,3.4,11.2,55,116,7175.36
2024-05-27,19.2,13.1,16.3,5.5,5.5,14.3,61,38,1794.35
2024-05-28,19.6,10.1,14.9,0.4,0.4,13.6,51,47,2638.0
2024-05-29,17.5,10.9,14.7,5.3,5.3,11.5,61,54,3083.65
2024-05-30,18.3,11.3,14.9,10.4,10.4,19.5,63,56,3635.5
2024-05-31,15.1,10.8,12.4,10.5,10.5,16.2,61,85,5103.8
2024-06-01,17.4,11.6,14.2,2.8,2.8,11.9,51,74,4564.7
2024-06-02,18.5,10.8,14.7,9.0,9.0,9.4,61,95,5531.95
2024-06-03,18.0,12.4,15.0,5.8,5.8,15.3,61,45,2790.9
2024-06-04,21.5,11.9,16.8,0.4,0.4,6.8,51,41,2586.8
2024-06-05,22.9,12.4,18.2,0.1,0.1,15.1,51,51,2930.4
2024-06-06,24.0,12.9,18.3,2.4,2.4,10.9,61,43,2138.2
2024-06-07,24.5,13.7,19.0,2.3,2.3,13.6,55,57,3320.3
2024-06-08,23.1,12.9,18.2,9.5,9.5,8.6,63,87,5318.67
2024-06-09,20.7,15.6,17.8,1.7,1.7,12.7,53,87,4875.3
2024-06-10,20.7,13.1,16.6,0.2,0.2,20.8,51,49,2593.15
2024-06-11,17.0,10.9,13.4,0.0,0.0,11.2,3,53,2916.89
2024-06-12,18.2,7.8,13.3,0.4,0.4,12.3,51,31,1603.75
2024-06-13,19.4,10.1,14.5,0.1,0.1,6.2,51,34,1834.85
2024-06-14,21.0,12.2,16.3,5.3,5.3,17.6,61,58,3556.07
2024-06-15,19.9,12.7,16.3,20.7,20.7,18.9,63,64,4034.62
2024-06-16,21.8,12.0,16.6,3.7,3.7,13.9,55,94,6244.8
2024-06-17,20.5,13.2,17.2,4.7,4.7,8.3,55,38,2191.8
2024-06-18,27.8,14.3,21.4,4.3,4.3,14.0,63,34,1887.55
2024-06-19,27.0,17.4,21.9,3.7,3.7,12.8,55,35,1954.45
2024-06-20,26.8,15.2,20.5,1.6,1.6,16.6,53,42,2504.32
2024-06-21,22.4,15.4,17.9,18.4,18.4,13.8,63,67,3887.0
2024-06-22,17.4,12.6,15.0,11.0,11.0,17.0,61,63,4118.55
2024-06-23,19.7,10.9,16.1,1.9,1.9,12.2,53,99,6109.95
2024-06-24,26.7,13.0,19.8,0.5,0.5,16.9,51,41,2213.6
2024-06-25,26.8,14.1,20.0,0.9,0.9,14.1,53,50,2504.5
2024-06-26,25.7,15.4,20.7,0.8,0.8,10.2,51,55,2994.85
2024-06-27,27.9,16.9,22.5,9.2,9.2,13.7,65,40,2268.35
2024-06-28,26.6,17.5,22.7,2.8,2.8,9.2,61,84,4710.55
2024-06-29,29.5,17.6,23.1,0.3,0.3,24.3,51,67,4277.3
2024-06-30,21.2,14.9,18.9,13.4,13.4,24.8,63,103,6550.6
2024-07-01,22.6,13.5,17.5,3.9,3.9,20.2,61,46,2759.1
2024-07-02,19.6,13.9,15.7,9.7,9.7,17.2,61,65,3395.12
2024-07-03,18.1,13.2,15.1,5.6,5.6,15.5,61,46,2923.65
2024-07-04,21.1,13.8,17.2,1.3,1.3,23.3,51,56,3475.95
2024-07-05,22.9,12.4,18.3,0.0,0.0,7.1,3,75,4552.65
2024-07-06,23.5,14.8,18.3,18.3,18.3,14.8,63,81,5482.85
2024-07-07,20.6,13.6,16.5,1.7,1.7,12.1,53,99,5965.55
2024-07-08,25.8,10.9,19.0,0.0,0.0,9.4,3,40,2162.25
2024-07-09,30.4,14.5,22.9,0.0,0.0,11.9,3,42,2095.9
2024-07-10,24.9,19.1,21.6,5.1,5.1,8.8,61,44,2367.0
2024-07-11,26.7,16.9,21.8,1.5,1.5,8.2,53,61,3553.42
2024-07-12,23.6,16.2,20.1,24.4,24.4,17.3,65,72,4564.3
2024-07-13,21.5,14.6,17.8,0.9,0.9,12.4,53,57,3880.52
2024-07-14,24.1,11.5,18.0,0.0,0.0,9.7,3,85,5740.45
2024-07-15,29.1,14.5,22.3,7.1,7.1,24.6,63,32,1715.75
2024-07-16,23.4,15.9,19.8,0.6,0.6,20.9,51,39,2483.55
2024-07-17,24.6,14.6,19.7,0.1,0.1,9.1,51,36,2066.9
2024-07-18,26.9,15.3,20.9,0.0,0.0,12.1,3,42,2380.17
2024-07-19,29.5,17.0,23.1,0.0,0.0,9.8,3,48,3041.17
2024-07-20,30.0,16.8,24.3,0.0,0.0,7.2,3,49,3002.77
2024-07-21,26.0,18.5,21.5,6.3,6.3,18.4,61,101,5873.02
2024-07-22,24.9,17.8,20.6,7.9,7.9,15.3,63,52,2956.6
2024-07-23,25.1,16.5,20.7,0.4,0.4,18.5,51,25,1301.7
2024-07-24,23.0,15.2,19.2,0.9,0.9,13.0,51,41,2443.7
2024-07-25,25.8,13.6,20.2,0.0,0.0,5.9,3,54,3437.1
2024-07-26,27.9,15.0,22.1,0.0,0.0,8.1,3,62,3830.55
2024-07-27,30.1,17.1,23.1,0.2,0.2,18.8,51,52,2885.95
2024-07-28,24.1,16.2,20.4,3.8,3.8,11.3,55,85,5183.25
2024-07-29,28.4,14.4,21.5,0.0,0.0,8.9,2,48,2777.35
2024-07-30,32.2,17.9,24.7,0.0,0.0,10.3,3,37,2116.1
2024-07-31,31.6,18.3,24.8,0.5,0.5,15.0,51,58,3547.0
2024-08-01,26.4,18.9,22.9,0.5,0.5,12.3,51,73,4325.75
2024-08-02,27.5,18.0,22.1,2.0,2.0,16.7,61,56,3530.85
2024-08-03,26.0,16.1,21.1,0.1,0.1,14.9,51,46,2616.17
2024-08-04,24.8,15.9,20.6,0.3,0.3,11.5,51,77,5134.32
2024-08-05,26.2,16.2,20.9,0.0,0.0,9.4,3,36,2097.97
2024-08-06,29.5,15.8,22.6,0.0,0.0,10.0,3,42,2530.25
2024-08-07,26.5,17.8,22.3,0.3,0.3,12.8,51,42,2485.05
2024-08-08,26.0,17.3,21.1,1.9,1.9,10.2,53,49,2761.35
2024-08-09,28.3,14.5,21.7,0.0,0.0,11.9,2,48,3136.7
2024-08-10,28.8,16.5,22.9,0.0,0.0,8.4,1,47,2783.47
2024-08-11,30.0,17.7,24.1,0.0,0.0,9.3,3,83,5939.72
2024-08-12,32.1,20.1,25.6,0.6,0.6,10.7,53,37,2293.42
2024-08-13,31.7,18.5,25.2,0.0,0.0,10.5,3,31,1646.19
2024-08-14,28.2,19.3,23.5,0.7,0.7,13.6,53,45,2460.55
2024-08-15,28.4,17.8,22.7,0.0,0.0,11.9,3,34,1671.55
2024-08-16,29.1,19.2,23.6,0.0,0.0,15.2,1,68,3948.7
2024-08-17,27.5,18.3,23.2,0.0,0.0,9.2,3,52,3267.57
2024-08-18,20.8,17.5,18.9,21.4,21.4,17.8,63,99,6580.07
2024-08-19,23.0,16.5,19.2,4.0,4.0,15.0,55,53,3068.52
2024-08-20,25.2,14.1,19.9,0.0,0.0,9.5,3,28,1612.5
2024-08-21,21.8,13.1,18.6,1.5,1.5,16.2,55,44,2389.02
2024-08-22,25.4,10.8,17.7,0.0,0.0,5.9,3,35,2179.05
2024-08-23,28.5,12.0,20.4,0.0,0.0,15.5,3,62,3812.65
2024-08-24,32.9,15.8,23.9,2.1,2.1,27.5,61,47,2894.87
2024-08-25,21.1,15.0,18.0,22.2,22.2,21.1,65,111,7148.99
2024-08-26,21.0,12.8,17.0,0.0,0.0,10.8,3,43,2466.35
2024-08-27,25.7,11.5,18.6,0.0,0.0,10.0,3,49,2777.67
2024-08-28,30.5,15.2,22.3,0.1,0.1,7.7,51,46,2522.8
2024-08-29,31.2,15.9,23.7,0.0,0.0,8.6,3,48,2912.47
2024-08-30,30.5,17.0,24.1,0.0,0.0,7.9,3,71,4228.5
2024-08-31,28.0,18.5,23.2,0.0,0.0,11.0,3,69,4603.85
2024-09-01,29.9,18.2,23.5,7.6,7.6,25.0,63,102,6207.42
2024-09-02,27.0,16.4,21.2,0.4,0.4,10.0,51,33,1617.55
2024-09-03,27.8,17.2,21.8,3.9,3.9,11.4,63,42,2661.91
2024-09-04,24.3,17.4,20.6,2.3,2.3,9.0,53,30,1423.27
2024-09-05,24.0,15.2,18.7,2.7,2.7,22.8,53,57,3071.47
2024-09-06,24.7,14.5,18.8,0.0,0.0,10.0,3,66,3855.45
2024-09-07,28.5,13.6,21.3,0.0,0.0,15.3,3,58,3579.22
2024-09-08,20.2,15.4,18.1,20.2,20.2,15.0,63,105,7003.32
2024-09-09,20.0,12.9,16.3,13.9,13.9,23.4,63,35,2005.52
2024-09-10,17.8,12.2,15.2,0.3,0.3,19.2,51,39,2424.85
2024-09-11,16.2,9.8,13.3,14.8,14.8,17.2,63,59,3242.7
2024-09-12,13.8,6.2,10.0,6.2,6.2,14.8,61,34,1757.0
2024-09-13,12.4,5.4,8.9,4.8,4.8,16.2,63,73,4620.47
2024-09-14,13.8,8.2,10.6,2.6,2.6,13.2,53,76,5026.15
2024-09-15,16.7,5.4,10.6,0.0,0.0,18.8,3,83,5017.32
2024-09-16,14.3,6.8,10.8,0.9,0.9,12.3,51,32,1845.2
2024-09-17,18.9,11.1,13.7,1.2,1.2,19.8,53,41,2195.47
2024-09-18,21.2,8.4,14.0,0.0,0.0,15.9,3,30,1714.0
2024-09-19,20.5,9.8,14.5,0.2,0.2,7.2,51,31,1700.95
2024-09-20,22.8,9.2,15.4,0.0,0.0,9.2,2,62,3660.9
2024-09-21,22.9,9.6,16.3,0.0,0.0,9.2,3,69,4264.9
2024-09-22,22.5,12.1,16.6,4.7,4.7,13.3,61,76,4637.3
2024-09-23,16.1,11.6,14.8,7.9,7.9,8.8,61,40,1991.0
2024-09-24,19.0,11.0,14.4,2.4,2.4,22.3,55,35,1978.45
2024-09-25,21.0,10.6,15.7,2.8,2.8,15.4,53,44,2920.57
2024-09-26,19.3,14.4,16.6,26.4,26.4,30.4,63,62,3636.82
2024-09-27,18.5,9.2,13.3,10.7,10.7,22.4,63,75,4825.92
2024-09-28,12.0,6.8,10.6,7.0,7.0,15.4,53,66,4002.8
2024-09-29,15.4,3.3,10.1,0.0,0.0,16.4,3,85,5190.07
2024-09-30,19.4,9.7,14.3,1.2,1.2,21.5,51,37,2136.2
2024-10-01,15.0,12.5,14.0,23.9,23.9,13.8,63,46,2747.55
2024-10-02,15.1,10.2,12.1,9.0,9.0,17.6,63,49,2535.05
2024-10-03,13.3,8.4,10.3,5.3,5.3,19.6,61,50,2789.05
2024-10-04,13.2,7.3,9.7,2.3,2.3,19.0,53,68,4419.25
2024-10-05,13.8,6.4,9.4,0.1,0.1,8.7,51,56,3599.9
2024-10-06,15.7,6.6,10.5,0.2,0.2,15.5,51,77,4690.77
2024-10-07,20.0,10.4,15.3,5.6,5.6,10.4,63,38,2099.15
2024-10-08,15.4,11.3,14.0,17.1,17.1,8.5,63,43,2428.6
2024-10-09,18.0,10.8,14.1,0.5,0.5,19.4,51,36,2146.0
2024-10-10,18.2,10.9,14.1,1.5,1.5,33.9,53,46,2649.55
2024-10-11,14.2,6.6,11.1,0.8,0.8,12.0,51,42,2439.4
2024-10-12,15.1,4.4,10.1,4.2,4.2,14.1,55,56,3813.95
2024-10-13,16.8,9.9,13.8,1.7,1.7,17.9,53,72,4924.15
2024-10-14,21.0,6.9,14.1,2.0,2.0,15.6,61,34,1919.1
2024-10-15,17.0,11.1,13.6,6.4,6.4,13.9,63,29,1779.85
2024-10-16,18.6,9.9,14.0,0.6,0.6,13.1,53,37,2309.45
2024-10-17,20.9,11.6,15.5,3.7,3.7,12.0,63,28,1712.5
2024-10-18,17.7,8.6,13.6,2.0,2.0,13.6,55,71,4067.35
2024-10-19,17.0,8.1,11.8,0.0,0.0,9.7,3,63,3933.1
2024-10-20,17.4,8.1,12.0,0.0,0.0,7.1,3,79,5072.9
2024-10-21,20.6,8.7,13.5,0.0,0.0,11.0,3,38,2019.8
2024-10-22,17.5,12.4,14.8,3.1,3.1,12.3,61,28,1758.22
2024-10-23,15.2,10.1,12.2,1.9,1.9,8.5,53,51,3064.4
2024-10-24,18.4,9.8,13.5,0.9,0.9,11.7,51,49,2671.15
2024-10-25,16.8,9.2,12.4,0.0,0.0,15.0,3,78,4661.85
2024-10-26,16.6,8.4,11.3,0.0,0.0,11.8,3,61,3858.65
2024-10-27,18.3,7.7,12.5,0.6,0.6,8.4,53,91,5376.65
2024-10-28,17.9,7.6,11.7,0.0,0.0,9.2,2,35,1915.05
2024-10-29,17.0,7.9,11.5,0.0,0.0,10.4,2,43,2714.25
2024-10-30,14.1,7.2,10.3,0.0,0.0,8.3,3,53,2943.75
2024-10-31,14.9,5.0,10.6,0.0,0.0,11.2,3,48,2687.15
2024-11-01,16.0,5.6,10.1,0.0,0.0,8.2,3,69,3911.1
2024-11-02,10.8,5.8,8.4,0.0,0.0,7.5,3,65,3767.8
2024-11-03,14.3,5.3,9.0,0.0,0.0,13.5,3,89,5579.5
2024-11-04,11.4,3.0,6.4,0.0,0.0,10.5,3,40,1919.45
2024-11-05,14.8,4.0,8.8,0.0,0.0,9.2,3,32,1524.05
2024-11-06,13.9,4.8,9.3,0.0,0.0,7.8,3,46,2684.85
2024-11-07,9.4,5.6,7.7,0.0,0.0,10.5,3,36,2030.35
2024-11-08,12.9,6.5,9.1,0.0,0.0,9.3,3,63,3536.5
2024-11-09,13.4,4.0,8.2,0.0,0.0,11.8,3,71,3945.1
2024-11-10,9.6,3.9,7.0,0.0,0.0,6.0,3,74,4601.0
2024-11-11,8.5,5.8,7.0,3.3,3.3,9.9,61,31,1752.0
2024-11-12,9.4,4.2,6.7,0.1,0.1,14.3,51,37,1868.05
2024-11-13,5.8,3.7,4.7,0.0,0.0,10.3,3,44,2399.3
2024-11-14,7.1,1.4,3.7,0.1,0.1,5.5,51,52,2757.15
2024-11-15,8.6,0.2,4.2,0.0,0.0,6.5,3,45,2884.55
2024-11-16,9.1,-0.2,3.2,0.0,0.0,7.1,3,75,4317.65
2024-11-17,10.1,1.2,5.5,0.2,0.2,19.0,51,75,4258.95
2024-11-18,10.1,6.2,7.7,0.1,0.1,22.6,51,31,1528.75
2024-11-19,11.1,7.5,9.6,14.2,14.2,34.2,63,37,2381.65
2024-11-20,9.6,1.5,4.3,14.5,14.4,27.4,71,38,2013.05
2024-11-21,2.3,-0.2,1.3,29.9,0.3,16.4,75,34,1836.3
2024-11-22,1.5,-4.0,-0.7,7.5,0.0,23.4,75,70,3887.65
2024-11-23,2.5,-5.7,-0.5,1.0,0.0,14.8,73,71,4723.62
2024-11-24,8.1,0.9,5.2,0.1,0.1,7.8,51,91,5799.9
2024-11-25,16.8,3.3,9.3,7.1,7.1,15.1,63,53,2786.8
2024-11-26,12.1,4.1,8.5,12.6,12.6,14.8,63,43,2208.35
2024-11-27,11.4,3.7,7.1,0.0,0.0,7.6,3,50,3020.55
2024-11-28,11.1,1.9,7.4,13.9,13.9,20.2,63,42,2284.1
2024-11-29,5.9,-0.6,2.0,0.0,0.0,11.0,2,86,4605.32
2024-11-30,6.4,-2.1,1.3,0.0,0.0,11.9,1,71,4191.5
2024-12-01,7.1,-2.4,1.8,0.0,0.0,9.5,3,96,5805.79
2024-12-02,10.6,2.7,6.8,9.7,9.7,14.0,61,41,1832.25
2024-12-03,7.4,3.8,5.8,0.0,0.0,14.9,3,43,2355.05
2024-12-04,5.3,2.1,3.6,0.4,0.4,8.1,51,56,2937.9
2024-12-05,6.3,-2.4,2.3,3.9,2.0,9.8,73,61,3371.05
2024-12-06,9.9,4.7,7.6,10.4,10.4,30.4,63,58,2968.82
2024-12-07,9.2,3.5,6.0,7.8,7.8,23.1,61,82,4905.32
2024-12-08,5.7,2.8,4.4,4.2,4.2,12.0,53,97,6057.67
2024-12-09,5.9,2.7,4.0,2.3,2.3,15.1,51,39,1973.75
2024-12-10,4.8,2.0,3.5,0.9,0.9,12.6,51,40,1990.5
2024-12-11,4.3,2.7,3.5,0.0,0.0,12.3,3,44,2311.2
2024-12-12,4.2,0.2,2.7,0.0,0.0,9.5,3,47,2883.77
2024-12-13,4.1,-2.0,0.3,0.0,0.0,11.2,3,70,4897.05
2024-12-14,3.8,-2.0,2.0,3.7,3.7,14.2,53,81,4814.1
2024-12-15,5.2,0.6,2.9,0.4,0.4,15.9,51,89,5644.15
2024-12-16,8.4,1.4,4.4,0.0,0.0,6.9,3,43,2639.6
2024-12-17,7.5,-0.6,2.5,0.0,0.0,5.9,3,44,2184.35
2024-12-18,10.9,-0.6,4.7,0.6,0.6,5.4,53,40,2467.35
2024-12-19,13.9,3.0,7.4,8.5,8.5,23.6,63,48,2980.8
2024-12-20,4.7,0.2,1.9,3.4,0.6,18.3,75,74,4883.45
2024-12-21,7.8,0.1,4.1,1.5,1.5,17.1,53,65,4017.45
2024-12-22,8.4,1.5,5.2,22.9,22.1,36.5,73,109,7063.4
2024-12-27,4.3,-3.0,-1.0,0.0,0.0,9.0,2,78,4639.35
2024-12-28,6.1,-3.0,-0.2,0.0,0.0,6.4,2,69,5301.15
2024-12-29,3.2,-4.8,-1.7,0.0,0.0,3.6,3,89,5112.2
2025-01-02,9.9,1.2,5.3,16.8,15.8,20.7,73,72,4476.25
2025-01-03,2.3,-2.6,0.2,0.0,0.0,13.0,3,77,4705.65
2025-01-04,1.9,-4.8,-1.5,2.7,2.7,11.8,61,75,4896.1
2025-01-05,9.1,0.6,3.9,18.5,18.5,11.8,63,95,5517.45
2025-01-06,13.0,-0.3,6.4,8.3,8.3,21.0,61,27,1638.0
2025-01-07,6.8,1.9,4.5,2.8,2.3,23.9,73,45,2605.2
2025-01-08,12.6,2.7,6.5,18.0,18.0,26.8,63,42,2297.25
2025-01-09,12.5,2.0,8.1,10.6,10.6,29.6,63,50,2895.9
2025-01-10,4.3,-0.2,1.5,0.0,0.0,12.3,3,82,5080.9
2025-01-11,1.4,-2.9,-0.9,0.0,0.0,9.6,3,65,3979.15
2025-01-12,1.4,-3.7,-1.6,0.1,0.0,11.7,71,69,4213.0
2025-01-13,2.2,-4.2,-2.3,0.0,0.0,7.3,3,24,1700.45
2025-01-14,2.2,-5.1,-2.3,0.0,0.0,9.5,3,45,2423.9
2025-01-15,2.4,-5.3,-1.4,0.0,0.0,6.8,3,34,1861.35
2025-01-16,4.6,-1.2,0.8,0.0,0.0,7.6,3,34,1931.15
2025-01-17,3.4,-1.4,0.7,0.0,0.0,10.1,3,60,3335.65
2025-01-18,5.0,-2.6,0.5,0.0,0.0,11.3,3,62,3968.8
2025-01-19,5.2,-2.4,0.1,0.0,0.0,9.1,3,75,4446.7
2025-01-20,7.7,-2.0,0.8,0.0,0.0,5.9,3,37,2376.35
2025-01-21,6.8,-4.2,-0.3,0.0,0.0,9.6,3,30,1659.45
2025-01-22,2.7,-1.2,0.9,3.9,3.9,12.9,53,46,2790.75
2025-01-23,8.1,1.1,4.7,8.1,8.1,25.2,63,34,1773.35
2025-01-24,10.9,-0.8,5.5,0.0,0.0,8.9,3,76,4599.9
2025-01-25,15.5,4.7,8.5,0.4,0.4,10.0,51,76,4990.95
2025-01-26,11.0,5.2,7.6,5.4,5.4,20.3,63,123,8083.95
2025-01-27,9.3,6.6,8.0,15.6,15.6,17.9,63,46,2818.0
2025-01-28,10.0,4.9,7.2,2.0,2.0,19.4,53,45,2489.2
2025-01-29,10.6,2.8,6.9,4.3,4.1,24.7,71,50,2737.55
2025-01-30,8.1,2.1,4.8,3.8,3.8,9.8,53,46,2760.85
2025-01-31,5.8,0.3,4.0,2.1,2.1,11.5,53,82,4915.7
2025-02-01,3.7,-0.9,1.1,0.0,0.0,8.3,3,67,4479.9
2025-02-02,5.7,-1.1,2.4,0.0,0.0,8.3,3,95,6016.2
2025-02-03,5.0,-2.1,1.6,0.0,0.0,9.8,3,35,1990.1
2025-02-04,5.2,-2.3,1.5,0.0,0.0,6.6,3,32,1899.65
2025-02-05,4.8,-4.1,-0.6,0.0,0.0,4.9,3,40,2102.45
2025-02-06,1.5,-1.5,0.1,0.0,0.0,10.2,3,47,2612.65
2025-02-07,6.3,-0.1,2.4,0.0,0.0,15.0,3,64,4175.3
2025-02-08,8.5,-1.2,2.1,0.0,0.0,12.4,3,72,4251.02
2025-02-09,7.9,0.4,3.8,0.0,0.0,11.7,3,88,5049.6
2025-02-10,5.7,0.4,3.1,8.3,8.3,14.5,61,35,2077.9
2025-02-11,9.1,3.7,6.0,4.2,4.2,9.3,53,29,1731.75
2025-02-12,13.2,5.2,7.9,1.7,1.7,7.9,53,36,2101.9
2025-02-13,6.9,2.5,4.7,15.1,15.0,12.1,71,40,2258.25
2025-02-14,2.2,-2.3,-0.2,4.2,0.4,16.5,75,87,5808.55
2025-02-15,4.0,-2.8,-0.2,0.0,0.0,11.8,3,59,4013.3
2025-02-16,5.4,-2.3,0.6,0.0,0.0,10.4,3,80,5395.55
2025-02-17,4.7,-3.0,0.7,0.0,0.0,13.8,3,42,2484.8
2025-02-18,5.5,-2.2,1.2,0.0,0.0,13.1,3,40,2634.85
2025-02-19,8.4,-1.6,2.6,0.0,0.0,15.1,3,42,3037.8
2025-02-20,13.8,1.2,6.7,0.0,0.0,7.4,3,33,2290.65
2025-02-21,13.8,3.1,7.5,0.0,0.0,12.0,3,85,5069.35
2025-02-22,15.5,4.6,9.1,2.9,2.9,8.2,61,79,5131.75
2025-02-23,11.9,4.0,8.4,2.9,2.9,10.1,53,79,5596.95
2025-02-24,13.1,4.1,8.4,0.0,0.0,9.2,3,37,1942.1
2025-02-25,11.9,6.4,8.5,3.0,3.0,18.2,53,50,2825.7
2025-02-26,7.5,2.1,5.3,1.5,1.5,25.4,51,47,2469.2
2025-02-27,8.9,1.7,4.8,3.8,3.8,15.5,53,57,3457.7
2025-02-28,6.3,0.6,3.4,0.3,0.3,9.6,51,101,6617.05
2025-03-01,8.6,-0.2,3.3,0.0,0.0,17.4,3,93,5640.65
2025-03-02,9.6,-1.5,2.9,0.0,0.0,13.5,3,98,6421.55
2025-03-03,10.5,-2.0,3.1,0.0,0.0,6.7,0,42,2679.3
2025-03-04,12.5,-1.1,4.2,0.0,0.0,8.3,3,43,2313.5
2025-03-05,14.1,-1.2,5.0,0.0,0.0,8.2,0,55,3100.55
2025-03-06,15.6,-1.8,5.8,0.0,0.0,6.0,2,61,3448.95
2025-03-07,15.1,1.8,7.4,0.0,0.0,6.0,3,82,5075.5
2025-03-08,15.9,0.3,7.4,0.0,0.0,9.5,3,74,4721.5
2025-03-09,16.6,1.4,8.2,0.0,0.0,8.5,3,61,3613.5
2025-03-10,12.4,3.8,8.1,2.3,2.3,11.1,53,85,5007.8
2025-03-11,14.2,2.2,6.8,7.5,7.5,14.5,63,47,2882.75
2025-03-12,8.6,4.9,6.5,18.1,18.1,10.1,63,54,3135.35
2025-03-13,9.9,2.3,5.5,6.1,6.1,21.2,61,56,3587.1
2025-03-14,6.9,0.1,3.7,0.0,0.0,14.8,3,74,4004.8
2025-03-15,6.8,2.2,4.5,2.1,2.1,18.1,51,68,4450.35
2025-03-16,4.9,2.8,3.7,5.8,5.8,10.4,53,102,6322.7
2025-03-17,10.4,2.5,5.3,0.0,0.0,18.0,3,33,1606.3
2025-03-18,10.4,0.1,4.7,0.0,0.0,14.9,0,29,1853.7
2025-03-19,14.7,-0.5,6.2,0.0,0.0,8.4,0,39,2316.15
2025-03-20,18.0,1.5,9.5,0.0,0.0,10.9,3,48,2896.45
2025-03-21,17.3,5.8,11.4,0.0,0.0,15.5,3,74,4774.95
2025-03-22,18.9,8.2,12.7,0.1,0.1,13.5,51,57,3712.35
2025-03-23,13.0,7.5,10.0,17.8,17.8,15.0,63,94,5920.4
2025-03-24,14.5,5.2,9.4,7.0,7.0,11.0,63,32,1893.65
2025-03-25,15.7,5.6,10.5,0.8,0.8,10.3,51,45,2613.0
2025-03-26,12.0,6.5,9.1,0.1,0.1,12.4,51,42,2291.4
2025-03-27,12.8,5.3,8.6,0.6,0.6,14.1,51,50,2916.15
2025-03-28,13.9,3.4,8.7,0.0,0.0,11.1,3,76,4403.3
2025-03-29,11.0,6.9,8.8,2.0,2.0,17.8,53,99,5962.3
2025-03-30,13.9,3.0,8.8,0.0,0.0,19.3,3,86,5359.8
2025-03-31,11.2,4.8,7.8,0.6,0.6,14.6,51,43,2257.85
2025-04-01,11.9,2.7,7.5,0.1,0.1,28.4,51,52,2730.25
2025-04-02,17.5,3.2,10.4,0.0,0.0,17.4,1,43,2407.7
2025-04-03,19.0,5.3,11.9,0.0,0.0,9.1,3,26,1768.2
2025-04-04,20.3,5.4,12.6,0.0,0.0,6.8,0,60,3500.17
2025-04-05,20.3,5.7,12.9,0.0,0.0,7.3,3,60,3721.75
2025-04-06,13.8,4.8,9.3,0.0,0.0,16.1,0,104,6389.95
2025-04-07,14.1,1.1,7.3,0.0,0.0,9.1,0,28,1547.5
2025-04-08,15.8,2.5,8.8,0.0,0.0,10.5,3,35,1889.2
2025-04-09,16.5,2.8,9.9,0.0,0.0,12.7,3,33,1812.15
2025-04-10,17.5,3.6,10.3,0.0,0.0,10.4,2,42,2475.65
2025-04-11,19.9,3.7,11.3,0.0,0.0,9.0,0,59,3485.6
