date,orders_cnt,temperature_2m_mean,windspeed_10m_max,is_rain,weathercode,sin_doy,cos_doy,is_public_holiday,is_school_holiday,lag_7,rolling_mean_7,wd_0,wd_1,wd_2,wd_3,wd_4,wd_5,wd_6
2024-03-02,70,7.7,15.3,0,3,0.8755389928586302,0.4831474640149687,0,0,56.0,60.285714285714285,False,False,False,False,False,True,False
2024-03-03,97,7.5,21.8,1,61,0.8837203473619977,0.4680153284438345,0,0,118.0,62.285714285714285,False,False,False,False,False,False,True
2024-03-04,37,6.7,18.9,0,3,0.8916401947968874,0.45274469960737107,0,0,45.0,59.285714285714285,True,False,False,False,False,False,False
2024-03-05,30,7.4,17.0,1,51,0.8992961915530253,0.4373400963303323,0,0,30.0,58.142857142857146,False,True,False,False,False,False,False
2024-03-06,37,6.0,14.2,1,55,0.9066860720977985,0.4218060770826634,0,0,42.0,58.142857142857146,False,False,True,False,False,False,False
2024-03-07,42,5.7,13.1,1,51,0.9138076496466615,0.4061472386305789,0,0,48.0,57.42857142857143,False,False,False,True,False,False,False
2024-03-08,65,5.1,19.1,0,3,0.9206588168102428,0.3903682146763026,0,0,83.0,56.57142857142857,False,False,False,False,True,False,False
2024-03-09,60,8.4,15.5,1,51,0.9272375462179537,0.374473674486883,0,0,70.0,54.0,False,False,False,False,False,True,False
2024-03-10,85,7.5,16.3,1,61,0.9335418911179212,0.35846832151248087,0,0,97.0,52.57142857142857,False,False,False,False,False,False,True
2024-03-11,36,6.4,12.4,1,51,0.9395699859530622,0.342356891994542,0,0,37.0,50.857142857142854,True,False,False,False,False,False,False
2024-03-12,31,7.0,19.8,1,53,0.945320046913132,0.3261441535642696,0,0,30.0,50.714285714285715,False,True,False,False,False,False,False
2024-03-13,35,9.1,19.6,1,61,0.9507903724625832,0.3098349038318025,0,0,37.0,50.857142857142854,False,False,True,False,False,False,False
2024-03-14,35,9.9,9.4,0,3,0.9559793438440766,0.2934339689665273,0,0,42.0,50.57142857142857,False,False,False,True,False,False,False
2024-03-15,83,11.2,21.8,1,63,0.9608854255574977,0.27694620226893646,0,0,65.0,49.57142857142857,False,False,False,False,True,False,False
2024-03-16,59,10.5,23.4,1,55,0.9655071658143364,0.2603764827344581,0,0,60.0,52.142857142857146,False,False,False,False,False,True,False
2024-03-17,77,8.7,8.0,1,51,0.969843196967294,0.24372971360968387,0,0,85.0,52.0,False,False,False,False,False,False,True
2024-03-18,39,10.1,8.8,1,63,0.9738922359149924,0.22701082094141847,0,0,36.0,50.857142857142854,True,False,False,False,False,False,False
2024-03-19,41,10.0,8.8,0,3,0.9776530844816641,0.2102247521189836,0,0,31.0,51.285714285714285,False,True,False,False,False,False,False
2024-03-20,35,11.4,11.0,0,3,0.981124629771712,0.19337647441020586,0,0,35.0,52.714285714285715,False,False,True,False,False,False,False
2024-03-21,51,12.6,16.7,1,53,0.984305844499033,0.17647097349152166,0,0,35.0,52.714285714285715,False,False,False,True,False,False,False
2024-03-22,66,12.5,11.9,0,3,0.9871957872910085,0.15951325197263655,0,0,83.0,55.0,False,False,False,False,True,False,False
2024-03-23,69,8.8,27.4,1,71,0.9897936029670716,0.14250832791617088,0,1,59.0,52.57142857142857,False,False,False,False,False,True,False
2024-03-24,73,5.8,25.1,1,53,0.992098522791769,0.12546123335273648,0,1,77.0,54.0,False,False,False,False,False,False,True
2024-03-25,52,6.5,14.5,1,71,0.9941098647022418,0.10837701279187609,0,1,39.0,53.42857142857143,True,False,False,False,False,False,False
2024-03-26,46,9.8,14.1,1,53,0.9958270335100595,0.09126072172931188,0,1,41.0,55.285714285714285,False,True,False,False,False,False,False
2024-03-27,48,6.1,25.8,1,55,0.9972495210773451,0.07411742515094437,0,1,35.0,56.0,False,False,True,False,False,False,False
2024-03-28,54,6.9,22.7,1,61,0.998376906467142,0.056952196034039754,0,1,51.0,57.857142857142854,False,False,False,True,False,False,False
2024-03-29,60,9.9,15.0,1,61,0.9992088560679753,0.03977011384605572,0,1,66.0,58.285714285714285,False,False,False,False,True,False,False
2024-03-30,71,11.6,23.4,1,63,0.9997451236925734,0.022576263041545485,0,1,69.0,57.42857142857143,False,False,False,False,False,True,False
2024-03-31,61,10.6,10.4,1,61,0.9999855506507186,0.005375731557583884,0,1,73.0,57.714285714285715,False,False,False,False,False,False,True
2024-04-01,90,9.4,27.7,1,63,0.9999300657962057,-0.011826390691832589,0,1,52.0,56.0,True,False,False,False,False,False,False
2024-04-02,37,9.0,22.9,1,61,0.9995786855478958,-0.029025013321975237,0,1,46.0,61.42857142857143,False,True,False,False,False,False,False
2024-04-03,43,9.7,18.0,1,61,0.9989315138848577,-0.046215046983708354,0,1,48.0,60.142857142857146,False,False,True,False,False,False,False
2024-04-04,41,13.0,21.5,1,61,0.9979887423155984,-0.06339140486951038,0,1,54.0,59.42857142857143,False,False,False,True,False,False,False
2024-04-05,61,15.0,16.2,1,51,0.9967506498213929,-0.08054900421874167,0,1,60.0,57.57142857142857,False,False,False,False,True,False,False
2024-04-06,47,16.0,13.8,0,3,0.9952176027737294,-0.09768276782171598,0,1,71.0,57.714285714285715,False,False,False,False,False,True,False
2024-04-07,66,17.5,14.8,0,3,0.9933900548258936,-0.11478762552212701,0,1,61.0,54.285714285714285,False,False,False,False,False,False,True
2024-04-08,40,17.8,14.8,0,3,0.9912685467787256,-0.13185851571739118,0,0,90.0,55.0,True,False,False,False,False,False,False
2024-04-09,40,10.2,32.1,1,55,0.9888537064205885,-0.1488903868564548,0,0,37.0,47.857142857142854,False,True,False,False,False,False,False
2024-04-10,54,8.0,13.8,1,51,0.986146248341595,-0.16587819893463143,0,0,43.0,48.285714285714285,False,False,True,False,False,False,False
2024-04-11,31,9.5,7.2,0,3,0.9831469737221499,-0.1828169249850199,0,0,41.0,49.857142857142854,False,False,False,True,False,False,False
2024-04-12,70,12.1,8.2,0,3,0.9798567700958665,-0.1997015525660636,0,0,61.0,48.42857142857143,False,False,False,False,True,False,False
2024-04-13,51,15.7,8.6,0,3,0.9762766110869321,-0.21652708524481437,0,0,47.0,49.714285714285715,False,False,False,False,False,True,False
2024-04-14,70,16.1,14.2,0,3,0.9724075561219968,-0.23328854407545518,0,0,66.0,50.285714285714285,False,False,False,False,False,False,True
2024-04-15,32,14.6,30.8,1,61,0.9682507501166718,-0.2499809690726521,0,0,40.0,50.857142857142854,True,False,False,False,False,False,False
2024-04-16,36,7.7,29.8,1,63,0.9638074231367307,-0.26659942067929354,0,0,40.0,49.714285714285715,False,True,False,False,False,False,False
2024-04-17,33,6.0,18.9,1,73,0.9590788900341131,-0.28313898122818354,0,0,54.0,49.142857142857146,False,False,True,False,False,False,False
2024-04-18,36,4.9,12.4,1,75,0.9540665500578387,-0.2995947563972602,0,0,31.0,46.142857142857146,False,False,False,True,False,False,False
2024-04-19,62,5.9,26.0,1,63,0.9487718864399473,-0.31596187665790293,0,0,70.0,46.857142857142854,False,False,False,False,True,False,False
2024-04-20,63,5.3,16.2,1,53,0.9431964659565866,-0.33223549871590435,0,0,51.0,45.714285714285715,False,False,False,False,False,True,False
2024-04-21,98,3.8,13.9,1,71,0.9373419384643772,-0.3484108069446808,0,0,70.0,47.42857142857143,False,False,False,False,False,False,True
2024-04-22,44,4.3,16.2,1,51,0.9312100364121947,-0.3644830148102912,0,0,32.0,51.42857142857143,True,False,False,False,False,False,False
2024-04-23,36,4.7,17.9,1,51,0.9248025743285089,-0.38044736628785164,0,0,36.0,53.142857142857146,False,True,False,False,False,False,False
2024-04-24,45,4.9,20.9,1,51,0.9181214482844365,-0.39629913726891813,0,0,33.0,53.142857142857146,False,False,True,False,False,False,False
2024-04-25,48,5.6,13.9,1,73,0.9111686353326631,-0.41203363695942635,0,0,36.0,54.857142857142854,False,False,False,True,False,False,False
2024-04-26,92,7.1,8.2,1,71,0.9039461929224011,-0.42764620926777464,0,0,62.0,56.57142857142857,False,False,False,False,True,False,False
2024-04-27,64,11.3,15.9,0,3,0.8964562582905575,-0.44313223418263453,0,0,63.0,60.857142857142854,False,False,False,False,False,True,False
2024-04-28,98,11.0,17.6,1,55,0.8887010478292915,-0.45848712914008766,0,0,98.0,61.0,False,False,False,False,False,False,True
2024-04-29,42,12.7,15.6,1,51,0.8806828564301475,-0.47370635037968,0,0,44.0,61.0,True,False,False,False,False,False,False
2024-04-30,42,14.6,9.6,0,3,0.8724040568049612,-0.48878539428899265,0,0,36.0,60.714285714285715,False,True,False,False,False,False,False
2024-05-01,71,16.2,15.9,0,3,0.8638670987837349,-0.503719798736334,0,0,45.0,61.57142857142857,False,False,True,False,False,False,False
2024-05-02,41,12.4,28.6,1,63,0.8550745085896932,-0.518505144391157,0,0,48.0,65.28571428571429,False,False,False,True,False,False,False
2024-05-03,58,11.5,16.6,1,51,0.8460288880917339,-0.533137056031809,0,0,92.0,64.28571428571429,False,False,False,False,True,False,False
2024-05-04,56,12.4,12.6,1,55,0.8367329140344921,-0.5476112038402312,0,0,64.0,59.42857142857143,False,False,False,False,False,True,False
2024-05-05,83,15.5,11.3,1,61,0.8271893372462497,-0.5619233046832195,0,0,98.0,58.285714285714285,False,False,False,False,False,False,True
2024-05-06,46,12.7,16.9,1,63,0.8174009818249189,-0.5760691233798758,0,0,42.0,56.142857142857146,True,False,False,False,False,False,False
2024-05-07,33,11.5,10.0,1,53,0.8073707443023492,-0.5900444739548627,0,0,42.0,56.714285714285715,False,True,False,False,False,False,False
2024-05-08,44,12.5,18.6,1,51,0.7971015927871943,-0.6038452208771035,0,0,71.0,55.42857142857143,False,False,True,False,False,False,False
2024-05-09,78,13.9,7.3,0,3,0.7865965660866021,-0.6174672802835514,1,0,41.0,51.57142857142857,False,False,False,True,False,False,False
2024-05-10,57,15.2,10.0,0,2,0.7758587728069828,-0.6309066211876704,0,0,58.0,56.857142857142854,False,False,False,False,True,False,False
2024-05-11,47,16.7,9.2,0,3,0.7648913904341226,-0.6441592666722685,0,0,56.0,56.714285714285715,False,False,False,False,False,True,False
2024-05-12,79,17.9,12.1,1,51,0.753697664392914,-0.6572212950663319,0,0,83.0,55.42857142857143,False,False,False,False,False,False,True
2024-05-13,38,17.2,10.2,1,51,0.742280907086982,-0.6700888411055113,0,0,46.0,54.857142857142854,True,False,False,False,False,False,False
2024-05-14,36,16.9,24.1,1,51,0.7306444969184916,-0.6827580970759147,0,0,33.0,53.714285714285715,False,True,False,False,False,False,False
2024-05-15,48,14.8,13.3,1,63,0.7187918772884232,-0.6952253139408723,0,0,44.0,54.142857142857146,False,False,True,False,False,False,False
2024-05-16,51,12.7,16.9,1,63,0.7067265555776159,-0.7074868024503348,0,0,78.0,54.714285714285715,False,False,False,True,False,False,False
2024-05-17,61,13.1,20.4,1,63,0.6944521021088763,-0.719538934232584,0,0,57.0,50.857142857142854,False,False,False,False,True,False,False
2024-05-18,73,13.5,17.0,1,51,0.6819721490904629,-0.7313781428679254,0,0,47.0,51.42857142857143,False,False,False,False,False,True,False
2024-05-19,77,14.6,12.6,1,51,0.6692903895412567,-0.7430009249440493,0,0,79.0,55.142857142857146,False,False,False,False,False,False,True
2024-05-20,87,16.3,20.6,1,61,0.6564105761979381,-0.7544038410927472,0,0,38.0,54.857142857142854,True,False,False,False,False,False,False
2024-05-21,36,15.0,13.3,1,63,0.6433365204044917,-0.765583517007675,0,0,36.0,61.857142857142854,False,True,False,False,False,False,False
2024-05-22,33,14.7,17.4,1,55,0.6300720909843687,-0.7765366444428655,0,0,48.0,61.857142857142854,False,False,True,False,False,False,False
2024-05-23,28,13.2,17.4,1,61,0.6166212130956382,-0.7872599821916922,0,0,51.0,59.714285714285715,False,False,False,True,False,False,False
2024-05-24,83,13.2,10.8,1,61,0.6029878670694714,-0.7977503570459932,0,0,61.0,56.42857142857143,False,False,False,False,True,False,False
2024-05-25,68,14.0,12.7,1,51,0.5891760872322963,-0.8080046647350754,0,0,73.0,59.57142857142857,False,False,False,False,False,True,False
2024-05-26,116,16.2,11.2,1,55,0.5751899607119775,-0.8180198708443175,0,0,77.0,58.857142857142854,False,False,False,False,False,False,True
2024-05-27,38,16.3,14.3,1,61,0.5610336262283677,-0.8277930117131022,0,0,87.0,64.42857142857143,True,False,False,False,False,False,False
2024-05-28,47,14.9,13.6,1,51,0.5467112728685939,-0.8373211953118121,0,0,36.0,57.42857142857143,False,True,False,False,False,False,False
2024-05-29,54,14.7,11.5,1,61,0.5322271388474397,-0.8466016020976267,0,0,33.0,59.0,False,False,True,False,False,False,False
2024-05-30,56,14.9,19.5,1,63,0.5175855102531889,-0.8556314858488706,0,0,28.0,62.0,False,False,False,True,False,False,False
2024-05-31,85,12.4,16.2,1,61,0.5027907197793043,-0.8644081744776648,0,0,83.0,66.0,False,False,False,False,True,False,False
2024-06-01,74,14.2,11.9,1,51,0.4878471454423119,-0.8729290708206411,0,0,68.0,66.28571428571429,False,False,False,False,False,True,False
2024-06-02,95,14.7,9.4,1,61,0.47275920928627757,-0.881191653407483,0,0,116.0,67.14285714285714,False,False,False,False,False,False,True
2024-06-03,45,15.0,15.3,1,61,0.4575313760742512,-0.8891934772070711,0,0,38.0,64.14285714285714,True,False,False,False,False,False,False
2024-06-04,41,16.8,6.8,1,51,0.44216815196707204,-0.8969321743510065,0,0,47.0,65.14285714285714,False,True,False,False,False,False,False
2024-06-05,51,18.2,15.1,1,51,0.42667408318992467,-0.9044054548343001,0,0,54.0,64.28571428571429,False,False,True,False,False,False,False
2024-06-06,43,18.3,10.9,1,61,0.4110537546870351,-0.9116111071930239,0,0,56.0,63.857142857142854,False,False,False,True,False,False,False
2024-06-07,57,19.0,13.6,1,55,0.3953117887649151,-0.9185469991587165,0,0,85.0,62.0,False,False,False,False,True,False,False
2024-06-08,87,18.2,8.6,1,63,0.37945284372454435,-0.925211078289358,0,0,74.0,58.0,False,False,False,False,False,True,False
2024-06-09,87,17.8,12.7,1,53,0.36348161248290634,-0.9316013725767187,0,0,95.0,59.857142857142854,False,False,False,False,False,False,True
2024-06-10,49,16.6,20.8,1,51,0.3474028211842774,-0.9377159910299093,0,0,45.0,58.714285714285715,True,False,False,False,False,False,False
2024-06-11,53,13.4,11.2,0,3,0.3312212278016865,-0.9435531242349544,0,0,41.0,59.285714285714285,False,True,False,False,False,False,False
2024-06-12,31,13.3,12.3,1,51,0.31494162072895193,-0.9491110448902284,0,0,51.0,61.0,False,False,True,False,False,False,False
2024-06-13,34,14.5,6.2,1,51,0.2985688173637202,-0.9543881083175908,0,0,43.0,58.142857142857146,False,False,False,True,False,False,False
2024-06-14,58,16.3,17.6,1,61,0.2821076626819194,-0.9593827529490743,0,0,57.0,56.857142857142854,False,False,False,False,True,False,False
2024-06-15,64,16.3,18.9,1,63,0.26556302780405594,-0.9640935007889755,0,0,87.0,57.0,False,False,False,False,False,True,False
2024-06-16,94,16.6,13.9,1,55,0.24893980855376657,-0.9685189578512204,0,0,87.0,53.714285714285715,False,False,False,False,False,False,True
2024-06-17,38,17.2,8.3,1,55,0.23224292400907015,-0.9726578145718654,0,0,49.0,54.714285714285715,True,False,False,False,False,False,False
2024-06-18,34,21.4,14.0,1,63,0.21547731504673012,-0.976508846196619,0,0,53.0,53.142857142857146,False,True,False,False,False,False,False
2024-06-19,35,21.9,12.8,1,55,0.19864794288017112,-0.9800709131432666,0,0,31.0,50.42857142857143,False,False,True,False,False,False,False
2024-06-20,42,20.5,16.6,1,53,0.18175978759137534,-0.9833429613388902,0,0,34.0,51.0,False,False,False,True,False,False,False
2024-06-21,67,17.9,13.8,1,63,0.16481784665719793,-0.9863240225317866,0,0,58.0,52.142857142857146,False,False,False,False,True,False,False
2024-06-22,63,15.0,17.0,1,61,0.14782713347053048,-0.9890132145779883,0,0,64.0,53.42857142857143,False,False,False,False,False,True,False
2024-06-23,99,16.1,12.2,1,53,0.13079267585675922,-0.9914097417023038,0,0,94.0,53.285714285714285,False,False,False,False,False,False,True
2024-06-24,41,19.8,16.9,1,51,0.11371951458594969,-0.9935128947338007,0,0,38.0,54.0,True,False,False,False,False,False,False
2024-06-25,50,20.0,14.1,1,53,0.0966127018812031,-0.9953220513156602,0,0,34.0,54.42857142857143,False,True,False,False,False,False,False
2024-06-26,55,20.7,10.2,1,51,0.07947729992362097,-0.9968366760893436,0,0,35.0,56.714285714285715,False,False,True,False,False,False,False
2024-06-27,40,22.5,13.7,1,65,0.062318379354325076,-0.998056320853012,0,0,42.0,59.57142857142857,False,False,False,True,False,False,False
2024-06-28,84,22.7,9.2,1,61,0.04514101777397193,-0.9989806246941579,0,0,67.0,59.285714285714285,False,False,False,False,True,False,False
2024-06-29,67,23.1,24.3,1,51,0.02795029824021032,-0.999609314096404,0,1,63.0,61.714285714285715,False,False,False,False,False,True,False
2024-06-30,103,18.9,24.8,1,63,0.01075130776352193,-0.9999422030204416,0,1,99.0,62.285714285714285,False,False,False,False,False,False,True
2024-07-01,46,17.5,20.2,1,61,-0.00645086419810515,-0.9999791929590823,0,1,41.0,62.857142857142854,True,False,False,False,False,False,False
2024-07-02,65,15.7,17.2,1,61,-0.023651127245231586,-0.9997202729664083,0,1,50.0,63.57142857142857,False,True,False,False,False,False,False
2024-07-03,46,15.1,15.5,1,61,-0.04084439154329611,-0.9991655196610109,0,1,55.0,65.71428571428571,False,False,True,False,False,False,False
2024-07-04,56,17.2,23.3,1,51,-0.05802556932878035,-0.9983150972033183,0,1,40.0,64.42857142857143,False,False,False,True,False,False,False
2024-07-05,75,18.3,7.1,0,3,-0.07518957641475855,-0.9971692572470178,0,1,84.0,66.71428571428571,False,False,False,False,True,False,False
2024-07-06,81,18.3,14.8,1,63,-0.09233133369539123,-0.9957283388645872,0,1,67.0,65.42857142857143,False,False,False,False,False,True,False
2024-07-07,99,16.5,12.1,1,53,-0.10944576864891556,-0.993992768446958,0,1,103.0,67.42857142857143,False,False,False,False,False,False,True
2024-07-08,40,19.0,9.4,0,3,-0.12652781683868314,-0.9919630595773397,0,1,46.0,66.85714285714286,True,False,False,False,False,False,False
2024-07-09,42,22.9,11.9,0,3,-0.1435724234118113,-0.9896398128792412,0,1,65.0,66.0,False,True,False,False,False,False,False
2024-07-10,44,21.6,8.8,1,61,-0.16057454459499376,-0.9870237158387383,0,1,46.0,62.714285714285715,False,False,True,False,False,False,False
2024-07-11,61,21.8,8.2,1,53,-0.17752914918703497,-0.984115542601034,0,1,56.0,62.42857142857143,False,False,False,True,False,False,False
2024-07-12,72,20.1,17.3,1,65,-0.19443122004766195,-0.9809161537413774,0,1,75.0,63.142857142857146,False,False,False,False,True,False,False
2024-07-13,57,17.8,12.4,1,53,-0.2112757555821793,-0.9774264960104055,0,1,81.0,62.714285714285715,False,False,False,False,False,True,False
2024-07-14,85,18.0,9.7,0,3,-0.2280577712215198,-0.9736476020539838,0,1,99.0,59.285714285714285,False,False,False,False,False,False,True
2024-07-15,32,22.3,24.6,1,63,-0.24477230089725957,-0.9695805901076308,0,1,40.0,57.285714285714285,True,False,False,False,False,False,False
2024-07-16,39,19.8,20.9,1,51,-0.2614143985111562,-0.965226663665613,0,1,42.0,56.142857142857146,False,True,False,False,False,False,False
2024-07-17,36,19.7,9.1,1,51,-0.2779791393987801,-0.9605871111248129,0,1,44.0,55.714285714285715,False,False,True,False,False,False,False
2024-07-18,42,20.9,12.1,0,3,-0.2944616217868012,-0.9556633054034704,0,1,61.0,54.57142857142857,False,False,False,True,False,False,False
2024-07-19,48,23.1,9.8,0,3,-0.3108569682435036,-0.9504567035349151,0,1,72.0,51.857142857142854,False,False,False,False,True,False,False
2024-07-20,49,24.3,7.2,0,3,-0.3271603271220951,-0.9449688462364056,0,1,57.0,48.42857142857143,False,False,False,False,False,True,False
2024-07-21,101,21.5,18.4,1,61,-0.34336687399638804,-0.939201357453208,0,1,85.0,47.285714285714285,False,False,False,False,False,False,True
2024-07-22,52,20.6,15.3,1,63,-0.3594718130884232,-0.9331559438780432,0,1,32.0,49.57142857142857,True,False,False,False,False,False,False
2024-07-23,25,20.7,18.5,1,51,-0.3754703786876202,-0.9268343944460494,0,1,39.0,52.42857142857143,False,True,False,False,False,False,False
2024-07-24,41,19.2,13.0,1,51,-0.3913578365610259,-0.9202385798054075,0,1,36.0,50.42857142857143,False,False,True,False,False,False,False
2024-07-25,54,20.2,5.9,0,3,-0.4071294853542516,-0.9133704517637858,0,1,42.0,51.142857142857146,False,False,False,True,False,False,False
2024-07-26,62,22.1,8.1,0,3,-0.4227806579826773,-0.9062320427107697,0,1,48.0,52.857142857142854,False,False,False,False,True,False,False
2024-07-27,52,23.1,18.8,1,51,-0.4383067230125192,-0.898825465016444,0,1,49.0,54.857142857142854,False,False,False,False,False,True,False
2024-07-28,85,20.4,11.3,1,55,-0.45370308603134424,-0.8911529104063088,0,1,101.0,55.285714285714285,False,False,False,False,False,False,True
2024-07-29,48,21.5,8.9,0,2,-0.46896519100763184,-0.8832166493127127,0,1,52.0,53.0,True,False,False,False,False,False,False
2024-07-30,37,24.7,10.3,0,3,-0.48408852163897587,-0.8750190302029955,0,1,25.0,52.42857142857143,False,True,False,False,False,False,False
2024-07-31,58,24.8,15.0,1,51,-0.4990686026885319,-0.8665624788845385,0,1,41.0,54.142857142857146,False,False,True,False,False,False,False
2024-08-01,73,22.9,12.3,1,51,-0.5139010013093103,-0.8578494977869301,1,1,54.0,56.57142857142857,False,False,False,True,False,False,False
2024-08-02,56,22.1,16.7,1,61,-0.5285813283559292,-0.8488826652214553,0,1,62.0,59.285714285714285,False,False,False,False,True,False,False
2024-08-03,46,21.1,14.9,1,51,-0.5431052396834317,-0.8396646346181327,0,1,52.0,58.42857142857143,False,False,False,False,False,True,False
2024-08-04,77,20.6,11.5,1,51,-0.5574684374327892,-0.8301981337405212,0,1,85.0,57.57142857142857,False,False,False,False,False,False,True
2024-08-05,36,20.9,9.4,0,3,-0.5716666713027052,-0.8204859638785327,0,1,48.0,56.42857142857143,True,False,False,False,False,False,False
2024-08-06,42,22.6,10.0,0,3,-0.5856957398073508,-0.8105309990194823,0,1,37.0,54.714285714285715,False,True,False,False,False,False,False
2024-08-07,42,22.3,12.8,1,51,-0.5995514915196489,-0.8003361849976323,0,1,58.0,55.42857142857143,False,False,True,False,False,False,False
2024-08-08,49,21.1,10.2,1,53,-0.6132298262997502,-0.7899045386224707,0,1,73.0,53.142857142857146,False,False,False,True,False,False,False
2024-08-09,48,21.7,11.9,0,2,-0.6267266965083301,-0.7792391467859886,0,1,56.0,49.714285714285715,False,False,False,False,True,False,False
2024-08-10,47,22.9,8.4,0,1,-0.6400381082043503,-0.7683431655492202,0,1,46.0,48.57142857142857,False,False,False,False,False,True,False
2024-08-11,83,24.1,9.3,0,3,-0.65316012232693,-0.7572198192083127,0,1,77.0,48.714285714285715,False,False,False,False,False,False,True
2024-08-12,37,25.6,10.7,1,53,-0.666088855860977,-0.7458723993404063,0,0,36.0,49.57142857142857,True,False,False,False,False,False,False
2024-08-13,31,25.2,10.5,0,3,-0.6788204829862357,-0.734304263829602,0,0,42.0,49.714285714285715,False,True,False,False,False,False,False
2024-08-14,45,23.5,13.6,1,53,-0.6913512362094071,-0.722518835873311,0,0,42.0,48.142857142857146,False,False,True,False,False,False,False
2024-08-15,34,22.7,11.9,0,3,-0.7036774074790128,-0.7105196029692745,0,0,49.0,48.57142857142857,False,False,False,True,False,False,False
2024-08-16,68,23.6,15.2,0,1,-0.7157953492826642,-0.6983101158835584,0,0,48.0,46.42857142857143,False,False,False,False,True,False,False
2024-08-17,52,23.2,9.2,0,3,-0.7277014757264236,-0.6858939875998223,0,0,47.0,49.285714285714285,False,False,False,False,False,True,False
2024-08-18,99,18.9,17.8,1,63,-0.7393922635959241,-0.673274892250183,0,0,83.0,50.0,False,False,False,False,False,False,True
2024-08-19,53,19.2,15.0,1,55,-0.7508642533989489,-0.6604565640279754,0,0,37.0,52.285714285714285,True,False,False,False,False,False,False
2024-08-20,28,19.9,9.5,0,3,-0.7621140503891487,-0.6474427960827475,0,0,31.0,54.57142857142857,False,True,False,False,False,False,False
2024-08-21,44,18.6,16.2,1,55,-0.7731383255706027,-0.6342374393978054,0,0,45.0,54.142857142857146,False,False,True,False,False,False,False
2024-08-22,35,17.7,5.9,0,3,-0.7839338166829201,-0.620844401650647,0,0,34.0,54.0,False,False,False,True,False,False,False
2024-08-23,62,20.4,15.5,0,3,-0.7944973291665992,-0.6072676460566135,0,0,68.0,54.142857142857146,False,False,False,False,True,False,False
2024-08-24,47,23.9,27.5,1,61,-0.8048257371083452,-0.593511190196115,0,0,52.0,53.285714285714285,False,False,False,False,False,True,False
2024-08-25,111,18.0,21.1,1,65,-0.8149159841660791,-0.5795791048257612,0,0,99.0,52.57142857142857,False,False,False,False,False,False,True
2024-08-26,43,17.0,10.8,0,3,-0.8247650844733614,-0.5654755126737576,0,0,53.0,54.285714285714285,True,False,False,False,False,False,False
2024-08-27,49,18.6,10.0,0,3,-0.8343701235229537,-0.5512045872199277,0,0,28.0,52.857142857142854,False,True,False,False,False,False,False
2024-08-28,46,22.3,7.7,1,51,-0.8437282590292712,-0.5367705514607103,0,0,44.0,55.857142857142854,False,False,True,False,False,False,False
2024-08-29,48,23.7,8.6,0,3,-0.8528367217694595,-0.522177676659508,0,0,35.0,56.142857142857146,False,False,False,True,False,False,False
2024-08-30,71,24.1,7.9,0,3,-0.8616928164028521,-0.5074302810827518,0,0,62.0,58.0,False,False,False,False,True,False,False
2024-08-31,69,23.2,11.0,0,3,-0.8702939222685674,-0.49253272872205434,0,0,47.0,59.285714285714285,False,False,False,False,False,True,False
2024-09-01,102,23.5,25.0,1,63,-0.8786374941610001,-0.4774894280028391,0,0,111.0,62.42857142857143,False,False,False,False,False,False,True
2024-09-02,33,21.2,10.0,1,51,-0.886721063082993,-0.46230483047981086,0,0,43.0,61.142857142857146,True,False,False,False,False,False,False
2024-09-03,42,21.8,11.4,1,63,-0.8945422369764496,-0.4469834295196742,0,0,49.0,59.714285714285715,False,True,False,False,False,False,False
2024-09-04,30,20.6,9.0,1,53,-0.9020987014301837,-0.4315297589714715,0,0,46.0,58.714285714285715,False,False,True,False,False,False,False
2024-09-05,57,18.7,22.8,1,53,-0.9093882203647925,-0.4159483918249421,0,0,48.0,56.42857142857143,False,False,False,True,False,False,False
2024-09-06,66,18.8,10.0,0,3,-0.9164086366943458,-0.4002439388573056,0,0,71.0,57.714285714285715,False,False,False,False,True,False,False
2024-09-07,58,21.3,15.3,0,3,-0.9231578729647039,-0.38442104726885545,0,0,69.0,57.0,False,False,False,False,False,True,False
2024-09-08,105,18.1,15.0,1,63,-0.9296339319682695,-0.3684843993077793,0,0,102.0,55.42857142857143,False,False,False,False,False,False,True
2024-09-09,35,16.3,23.4,1,63,-0.9358348973349941,-0.35243871088460327,0,0,33.0,55.857142857142854,True,False,False,False,False,False,False
2024-09-10,39,15.2,19.2,1,51,-0.9417589340994617,-0.33628873017668287,0,0,42.0,56.142857142857146,False,True,False,False,False,False,False
2024-09-11,59,13.3,17.2,1,63,-0.9474042892438845,-0.32003923622313857,0,0,30.0,55.714285714285715,False,False,True,False,False,False,False
2024-09-12,34,10.0,14.8,1,61,-0.9527692922168511,-0.30369503751065885,0,0,57.0,59.857142857142854,False,False,False,True,False,False,False
2024-09-13,73,8.9,16.2,1,63,-0.9578523554276669,-0.28726097055059635,0,0,66.0,56.57142857142857,False,False,False,False,True,False,False
2024-09-14,76,10.6,13.2,1,53,-0.9626519747161487,-0.2707418984477642,0,0,58.0,57.57142857142857,False,False,False,False,False,True,False
2024-09-15,83,10.6,18.8,0,3,-0.9671667297977312,-0.2541427094613622,0,0,105.0,60.142857142857146,False,False,False,False,False,False,True
2024-09-16,32,10.8,12.3,1,51,-0.97139528468375,-0.23746831555846842,0,0,35.0,57.0,True,False,False,False,False,False,False
